Date,AUDUSD=X,CADUSD=X,CHFUSD=X,EURUSD=X,GBPUSD=X,ADA-USD,BNB-USD,BTC-USD,DOGE-USD,ETH-USD,LTC-USD,USDT-USD,XRP-USD
2018-01-01,,,,,,,,,,,,,
2018-01-02,-0.00014042437215640888,0.002052846441220513,-0.001016195690352388,0.0005523534177722327,-0.00035135508258987534,0.07140196420217546,0.049065164712267885,0.0925892597121414,0.02614527268554805,0.13514465974787557,0.11007621068836916,-0.002365608057319231,0.03689715135555497
2018-01-03,0.004205774806734787,0.004078336794666326,0.003350229118109779,0.004309459786959923,0.006261830066965163,0.32179642163150707,0.07602690100173286,0.014505086054969111,0.01895536488420267,0.08480341627994366,-0.041183220446666786,0.008462484313826811,0.22451146791948895
2018-01-04,-0.0007047984735648392,-0.003433030158493698,-0.005829895655972508,-0.0044055338609387575,-0.006261830066965266,0.031418631023810345,-0.03433853150308217,0.025858428248031456,0.03417329705511185,0.01873036167350314,-0.01642810335467417,-0.010823713384835117,0.028964244889930102
2018-01-05,0.004511549048562352,0.004521307258243879,0.0028080977832346727,0.004851896369631628,0.003071740569910753,-0.10850597356341384,0.4817919113753878,0.11094452953729485,0.23239144044097299,0.016979703746571467,0.03220963673152922,-0.003893736847423675,-0.04737854452301152
2018-01-06,,,,,,0.027229122780561037,0.4224809044597563,0.005578376143830052,0.2001475338670427,0.043117478521551726,0.1733514544473777,0.010316832545749749,0.014736489731865322
2018-01-07,,,,,,-0.018304094016724337,-0.19878516574121943,-0.061740689989334144,0.13950152697536447,0.10167986398366087,-0.027366908259326896,-0.007381124238715429,0.08777249548780147
2018-01-08,,,,,,-0.1149539191982225,-0.021448465000816284,-0.08267549955484511,-0.1273307210055395,-0.004031820642391396,-0.12027395222996662,0.007708102061711941,-0.3186081009245801
2018-01-09,-0.0016494497366857548,-0.0017251518776580726,-0.002366344701864517,-0.005581836821075042,-0.0003394415424461942,-0.09841257203438863,-0.04761402987729192,-0.038619922206656034,-0.11429961380258143,0.12368134760985808,-0.03471310298136183,-0.003304697782306013,-0.15583489485582805
2018-01-10,-0.0047759231355949585,-0.004709274650504654,-0.006536997428334723,-0.0034415413200874546,-0.00287295676610382,-0.02689693424187464,-0.001206801243390784,0.02556216463552401,-0.023981248808213302,-0.034375534046981966,0.013992662313571842,-0.004693027778621737,-0.06225666650396081
2018-01-11,0.004681666934486625,-0.004591207928589156,0.006250687464790917,0.0022451934756692197,-0.0014469017318185717,-0.1415882588189718,0.19061233965247543,-0.11058116741362263,-0.1331171183864678,-0.08374892032199688,-0.0882118263975019,0.0004294650714391414,-0.012288393495455827
2018-01-12,0.004892981266835873,0.0009261527178975224,0.0020272245455552765,0.007163443657419456,0.002150862061544362,0.26523455060514184,0.058763630214433066,0.04198319183702074,0.1296000350422884,0.09749359549276614,0.032133404118249255,0.004353025808363917,0.04629240168876232
2018-01-13,,,,,,-0.01502475921295883,-0.006378842804363422,0.026789878301526005,-0.002530738941828756,0.0923784720847535,0.09012055817517478,-0.00404365863191924,-0.010766357846834775
2018-01-14,,,,,,-0.09716205478464736,-0.06507744632264785,-0.04182295922437434,-0.10849669421774065,-0.021461543929788135,-0.08247012489633376,0.013973446118989643,-0.08254951159806499
2018-01-15,,,,,,-0.029954530575883865,-0.06013415910352671,0.0034647868456980165,-0.17003849928877554,-0.056320788275874584,-0.025034771983899928,-0.009393176891427832,-0.10437055737572312
2018-01-16,0.006808900336516064,0.0028852990049991452,0.0050026886721372,0.00622522984471267,0.004735334489496764,-0.2173431528376271,-0.34242093879797963,-0.18458172530715175,-0.3680291941363057,-0.2038312843512961,-0.21186701537018132,0.026981604325763582,-0.3519753367175448
2018-01-17,0.0010516513453705844,-5.635804467217989e-05,0.004130704315925991,0.00023307764364837466,4.146852487722944e-05,0.004155827844090661,0.02216137431748908,-0.026625239137762234,0.11429152589987848,-0.0381488104984643,-0.009683958340256007,-0.019154442165514055,0.10235916465360853
2018-01-18,0.00015148071304141932,-0.0009894120096966157,-0.006184525807047218,-0.007140809171959973,0.0021134798554538884,0.04770857730218115,0.00542067177442853,0.025266707476315528,0.04111488228578783,0.021487982757907597,0.03332824062107983,0.008421644087835845,0.20063454146886683
2018-01-19,0.004162411211578345,0.0021087201304090227,0.006528725123224008,0.004310183172470914,0.004809801375269924,-0.014263787920802034,0.045194378928721246,0.011480784055017625,-0.012373930311298582,0.002717524518743902,0.0006583648182312518,-0.018317347406879698,-0.028287225230889945
2018-01-20,,,,,,0.08401357409933925,0.08032993072824293,0.10552244967375776,0.07074460339168046,0.1058752964251322,0.08943979693234322,-0.00342034987326318,0.01697438623494734
2018-01-21,,,,,,-0.14312095911385897,-0.14048823977252678,-0.10615162399161542,-0.16947825079893133,-0.095840184527538,-0.10270602538933928,-0.0012483498401485219,-0.1344385002448477
2018-01-22,,,,,,-0.07219125872876686,-0.07785226810153785,-0.05937426753876515,-0.05728215532786589,-0.045135334824277146,-0.056236168024270825,0.005166398711185032,-0.016578256722404226
2018-01-23,0.0007765143564152059,0.0027347986078975275,-0.0006759560431967437,6.127822885647577e-05,0.0066903697552677,-0.013035585138987258,0.006044145503125371,-0.005779885423653502,-0.009099821460156888,-0.017121403318006625,-0.012302539104660642,9.844704530666592e-06,-0.015053619457857914
2018-01-24,-0.0004804013218894675,0.003032171731585614,0.005702036395462083,0.00439735155950313,0.002324142242291895,0.09987048779706284,0.04006194777637236,0.04418609725643604,0.059628060701991704,0.0709840254177792,0.012185892517577103,-0.007556377759123653,0.014906238214989898
2018-01-25,0.00553838953336541,0.00499062389494009,0.010783697351719135,0.006545840132911474,0.014415063054281705,0.024271963769115373,-0.029811831158866174,-0.0088422593675525,0.07922782883936895,-0.0026007078402479236,0.0015822156806158754,0.002114046434752181,-0.0336589090517147
2018-01-26,-0.0024519300407664004,-0.001900636028507962,0.00478780160871424,9.918292422547802e-05,-0.00497911234402833,-0.022386955928756704,-0.0007714035837810902,-0.007846394102556208,-0.05771865117691683,-0.0008146886787545192,-0.019821098293577023,0.004536568717597283,-0.07511731302717335
2018-01-27,,,,,,-0.01056117190699407,0.002629314087980514,0.02382021404816243,0.018617937453334503,0.04801490414153308,0.023221266621764963,-0.010828855556366253,0.0015104340967651534
2018-01-28,,,,,,0.08310620996178579,0.02143909419430978,0.02976063348641126,0.012400721018205718,0.11822961667606506,0.06929506151960423,-0.004575947791274098,0.13806540800990824
2018-01-29,,,,,,-0.0728305851016596,-0.058995201642805334,-0.04245369798060674,-0.06904065961032865,-0.05243402510166139,-0.06500323382358225,0.006581348909527117,-0.05555173362934292
2018-01-30,-0.0025778781571493548,-0.0017203007466799788,-0.0037843717467329905,-0.0037833976858985714,-0.005151133163115457,-0.15839399237214669,-0.1262375053572499,-0.11132515302966894,-0.14543329222209528,-0.09879825820701835,-0.09454202541992217,-0.008914145938136154,-0.15087041275324725
